Name:             Description:
gt97s121          "Golden Tee '97 (v1.21S)"
gt97t240          "Golden Tee '97 Tournament (v2.40)"
gt97t243          "Golden Tee '97 Tournament (v2.43)"
gt97v120          "Golden Tee '97 (v1.20)"
gt97v121          "Golden Tee '97 (v1.21)"
gt97v122          "Golden Tee '97 (v1.22)"
gt98              "Golden Tee '98 (v1.10)"
gt98s100          "Golden Tee '98 (v1.00S)"
gt98t303          "Golden Tee '98 Tournament (v3.03)"
gt98v100          "Golden Tee '98 (v1.00)"
gt99              "Golden Tee '99 (v1.00)"
gt99s100          "Golden Tee '99 (v1.00S)"
gt99t400          "Golden Tee '99 Tournament (v4.00)"
gtclassc          "Golden Tee Classic (v1.00)"
gtclasscp         "Golden Tee Classic (v1.00) (alt protection)"
gtclasscs         "Golden Tee Classic (v1.00S)"
gtdiamond         "Golden Tee Diamond Edition Tournament (v3.05T ELC)"
gteikob2          "Gingateikoku No Gyakushu (bootleg set 2)"
gteikokb          "Gingateikoku No Gyakushu (bootleg set 1)"
gteikoku          "Gingateikoku No Gyakushu"
gtfore01          "Golden Tee Fore! (v1.00.25)"
gtfore02          "Golden Tee Fore! 2002 (v2.01.06)"
gtfore03          "Golden Tee Fore! 2003 (v3.00.10)"
gtfore03a         "Golden Tee Fore! 2003 (v3.00.09)"
gtfore04          "Golden Tee Fore! 2004 Extra (v4.00.08)"
gtfore04a         "Golden Tee Fore! 2004 (v4.00.00)"
gtfore05          "Golden Tee Fore! 2005 Extra (v5.01.06)"
gtfore05a         "Golden Tee Fore! 2005 Extra (v5.01.02)"
gtfore05b         "Golden Tee Fore! 2005 Extra (v5.01.00)"
gtfore05c         "Golden Tee Fore! 2005 Extra (v5.00.00)"
gtfore06          "Golden Tee Fore! 2006 Complete (v6.00.01)"
gtg               "Golden Tee Golf (Joystick, v3.3)"
gtg2              "Golden Tee Golf II (Trackball, V2.2)"
gtg2j             "Golden Tee Golf II (Joystick, V1.0)"
gtg2t             "Golden Tee Golf II (Trackball, V1.1)"
gtgt              "Golden Tee Golf (Trackball, v2.0)"
gtgt1             "Golden Tee Golf (Trackball, v1.0)"
gtia              "Atari GTIA"
gticlub           "GTI Club (ver EAA)"
gticluba          "GTI Club (ver AAA)"
gticlubj          "GTI Club (ver JAA)"
gticlubu          "GTI Club (ver UAA)"
gtmr              "1000 Miglia: Great 1000 Miles Rally (94/07/18)"
gtmr2             "Mille Miglia 2: Great 1000 Miles Rally (95/05/24)"
gtmr2a            "Mille Miglia 2: Great 1000 Miles Rally (95/04/04)"
gtmr2u            "Great 1000 Miles Rally 2 USA (95/05/18)"
gtmra             "1000 Miglia: Great 1000 Miles Rally (94/06/13)"
gtmrb             "1000 Miglia: Great 1000 Miles Rally (94/05/26)"
gtmre             "Great 1000 Miles Rally: Evolution Model!!! (94/09/06)"
gtmro             "1000 Miglia: Great 1000 Miles Rally (94/05/10)"
gtmrusa           "Great 1000 Miles Rally: U.S.A Version! (94/09/06)"
gtrfrk2m          "Guitar Freaks 2nd Mix Ver 1.01 (GQ883 VER. JAD)"
gtrfrks           "Guitar Freaks (GQ886 VER. EAC)"
gtrfrksa          "Guitar Freaks (GQ886 VER. AAC)"
gtrfrksj          "Guitar Freaks (GQ886 VER. JAC)"
gtrfrksu          "Guitar Freaks (GQ886 VER. UAC)"
gtroppo           "Gone Troppo (1VXEC542, New Zealand)"
gtroyal           "Golden Tee Royal Edition Tournament (v4.02T EDM)"
gtsers1           "Trivia (Questions Series 1)"
gtsers10          "Trivia (Questions Series 10)"
gtsers11          "Trivia (Questions Series 11)"
gtsers11a         "Trivia (Questions Series 11 Alt Question Rom)"
gtsers12          "Trivia (Questions Series 12)"
gtsers14          "Trivia (Questions Series 14)"
gtsers15          "Trivia (Questions Series 15)"
gtsers2           "Trivia (Questions Series 2)"
gtsers3           "Trivia (Questions Series 3)"
gtsers4           "Trivia (Questions Series 4)"
gtsers5           "Trivia (Questions Series 5)"
gtsers7           "Trivia (Questions Series 7)"
gtsers8           "Trivia (Questions Series 8)"
gtsers8a          "Trivia (Questions Series 8 Alt Question Rom)"
gtsers9           "Trivia (Questions Series 9)"
gtsersa           "Trivia (Alt revision questions set 1)"
gtsersb           "Trivia (Alt revision questions set 2)"
gtsupreme         "Golden Tee Supreme Edition Tournament (v5.10T ELC S)"
guab              "Give us a Break"
guardian          "Guardians of the 'Hood"
guiness           "The Guiness (Japan)"
gulfstrm          "Gulf Storm (set 1)"
gulfstrma         "Gulf Storm (set 2)"
gulfstrmb         "Gulf Storm (set 3)"
gulfstrmm         "Gulf Storm (Media Shoji)"
gulfwar2          "Gulf War II (set 1)"
gulfwar2a         "Gulf War II (set 2)"
gumbo             "Gumbo"
gunball           "Gun Ball (Japan)"
gunbarl           "Gunbarl (Japan, GNB4/VER.A)"
gunbird           "Gunbird (World)"
gunbird2          "Gunbird 2 (set 1)"
gunbirdj          "Gunbird (Japan)"
gunbirdk          "Gunbird (Korea)"
gunbuletj         "Gun Bullet (Japan, GN1)"
gunbuletw         "Gun Bullet (World, GN3 Rev B)"
gunbustr          "Gunbuster (World)"
gunbustrj         "Gunbuster (Japan)"
gunbustru         "Gunbuster (US)"
gundamex          "Mobile Suit Gundam EX Revue"
gundealr          "Gun Dealer"
gundealra         "Gun Dealer (alt card set)"
gundealrbl        "Gun Dealer (Yam! Yam!? hardware)"
gundealrt         "Gun Dealer (Japan)"
gundhara          "Gundhara"
gundharac         "Gundhara (Chinese, bootleg?)"
gundl94           "Gun Dealer '94"
gunfight          "Gun Fight (set 1)"
gunfighto         "Gun Fight (set 2)"
gunforc2          "Gun Force II (US)"
gunforce          "Gunforce - Battle Fire Engulfed Terror Island (World)"
gunforcej         "Gunforce - Battle Fire Engulfed Terror Island (Japan)"
gunforceu         "Gunforce - Battle Fire Engulfed Terror Island (US)"
gunfront          "Gun & Frontier (World)"
gunfrontj         "Gun Frontier (Japan)"
gunhohki          "Mahou Keibitai Gun Hohki (Japan)"
gunlock           "Gunlock (Ver 2.3O 1994/01/20)"
gunmast           "Gun Master"
gunnail           "GunNail (28th May. 1992)"
gunpey            "Gunpey (Japan)"
gunsmoke          "Gun.Smoke (World, 851115)"
gunsmokeb         "Gun.Smoke (World, 851115) (bootleg)"
gunsmokej         "Gun.Smoke (Japan, 851115)"
gunsmokeu         "Gun.Smoke (US, 860408)"
gunsmokeua        "Gun.Smoke (US, 851115, set 1)"
gunsmokeub        "Gun.Smoke (US, 851115, set 2)"
gururin           "Gururin"
gussun            "Gussun Oyoyo (Japan)"
gutangtn          "Guttang Gottong"
guts              "Guts n' Glory (prototype)"
gutsn             "Guts'n (Japan)"
guwange           "Guwange (Japan, Master Ver. 99/06/24)"
guwanges          "Guwange (Japan, Special Ver. 00/07/07)"
guzzler           "Guzzler"
guzzlers          "Guzzler (Swimmer Conversion)"
gwar              "Guerrilla War (US)"
gwara             "Guerrilla War (Version 1, set 1)"
gwarb             "Guerrilla War (Joystick hack bootleg)"
gwarj             "Guevara (Japan)"
gwarrior          "Galactic Warriors"
gypsyjug          "Gypsy Juggler"
gyrodine          "Gyrodine"
gyrodinet         "Gyrodine (Taito Corporation license)"
gyruss            "Gyruss"
gyrussb           "Gyruss (bootleg?)"
gyrussce          "Gyruss (Centuri)"
h46505            "Hitachi HD46505 CRTC"
h6280             "Hudson Soft HuC6280"
h8_16bits_timer_channel"H8 16-bits timer channel"
h8_8bits_timer_channel"H8 8-bits timer channel"
h8_adc_2357       "H8/2357 ADC"
h8_adc_3006       "H8/3006 ADC"
h8_adc_3337       "H8/3337 ADC"
h8_digital_port   "H8 digital port"
h8_intc           "H8 interrupt controller"
h8_sci            "H8 Serial Communications Interface"
h8_timer16        "H8 16-bit timer"
h8_watchdog       "H8 watchdog"
h83002            "Hitachi H8/3002"
h83007            "Hitachi H8/3007"
h83008            "Hitachi H8/3008"
h83044            "Hitachi H8/3044"
h83048            "Hitachi H8/3048"
h83334            "Hitachi H8/3334"
h83337            "Hitachi H8/3337"
h8h_16bits_timer_channel"H8H 16-bits timer channel"
h8h_8bits_timer_channel"H8H 8-bits timer channel"
h8h_intc          "H8H interrupt controller"
h8s_16bits_timer_channel"H8S 16-bits timer channel"
h8s_intc          "H8S interrupt controller"
h8s2394           "Hitachi H8S/2394"
hachamfb          "Hacha Mecha Fighter (19th Sep. 1991, unprotected, bootleg Thunder Dragon conversion)"
hachoo            "Hachoo!"
haekaka           "Hae Hae Ka Ka Ka"
hal21             "HAL21"
hal21j            "HAL21 (Japan)"
halley87          "Halley's Comet '87"
halleycj          "Halley's Comet (Japan, Older)"
halleys           "Halley's Comet (US)"
halleysc          "Halley's Comet (US)"
hamaway           "Hammer Away (Japan, prototype)"
hammer            "Hammer"
hanaawas          "Hana Awase"
hanagumi          "Sakura Taisen - Hanagumi Taisen Columns (J 971007 V1.010)"
hanakanz          "Hana Kanzashi (Japan)"
hanamai           "Hana no Mai (Japan)"
hanamomb          "Mahjong Hana no Momoko gumi (Japan 881125)"
hanamomo          "Mahjong Hana no Momoko gumi (Japan 881201)"
hanaoji           "Hana to Ojisan [BET] (ver 1.01, 1991/12/09)"
hanaojia          "Hana to Ojisan [BET] (ver 1.00, 1991/08/23)"
hanaroku          "Hanaroku"
hanayara          "Hana wo Yaraneba! (Japan)"
hangly            "Hangly-Man (set 1)"
hangly2           "Hangly-Man (set 2)"
hangly3           "Hangly-Man (set 3)"
hangman           "Hangman"
hangon            "Hang-On (Rev A)"
hangon1           "Hang-On"
hangon2           "Hang-On (ride-on)"
hangonjr          "Hang-On Jr. (Rev. B)"
hangplt           "Hang Pilot (ver JAB)"
hangpltu          "Hang Pilot (ver UAA)"
happy6            "Huanle Liuhe Yi (Happy 6-in-1) (M68K ver. V101, ARM ver. V102CN)"
happy6101         "Huanle Liuhe Yi (Happy 6-in-1) (M68K ver. V100, ARM ver. V101CN)"
hapytour          "Happy Tour"
harddisk_image    "Harddisk"
harddriv          "Hard Drivin' (cockpit, rev 7)"
harddriv_pcb      "Hard Drivin' PCB Family"
harddriv_sound    "Hard Drivin' Sound Board"
harddriv1         "Hard Drivin' (cockpit, rev 1)"
harddriv2         "Hard Drivin' (cockpit, rev 2)"
harddriv3         "Hard Drivin' (cockpit, rev 3)"
harddrivb         "Hard Drivin' (cockpit, British, rev 7)"
harddrivb5        "Hard Drivin' (cockpit, British, rev 5)"
harddrivb6        "Hard Drivin' (cockpit, British, rev 6)"
harddrivc         "Hard Drivin' (compact, rev 2)"
harddrivc1        "Hard Drivin' (compact, rev 1)"
harddrivcb        "Hard Drivin' (compact, British, rev 2)"
harddrivcg        "Hard Drivin' (compact, German, rev 2)"
harddrivg         "Hard Drivin' (cockpit, German, rev 7)"
harddrivg4        "Hard Drivin' (cockpit, German, rev 4)"
harddrivj         "Hard Drivin' (cockpit, Japan, rev 7)"
harddrivj6        "Hard Drivin' (cockpit, Japan, rev 6)"
harddunk          "Hard Dunk (World)"
harddunkj         "Hard Dunk (Japan)"
hardhat           "Hard Hat"
hardhea2          "Hard Head 2 (v2.0, Music Program v2.4)"
hardhead          "Hard Head"
hardheadb         "Hard Head (bootleg, set 1)"
hardyard          "Hard Yardage (v1.20)"
hardyard10        "Hard Yardage (v1.00)"
harem             "Harem"
haremchl          "Harem Challenge"
hasamu            "Hasamu (Japan)"
hatena            "Adventure Quiz 2 - Hatena? no Daibouken (Japan 900228)"
hatris            "Hatris (US)"
hatrisj           "Hatris (Japan)"
hattrick          "Hat Trick"
hayaosi1          "Hayaoshi Quiz Ouza Ketteisen - The King Of Quiz"
hayaosi2          "Hayaoshi Quiz Grand Champion Taikai"
hayaosi3          "Hayaoshi Quiz Nettou Namahousou (ver 1.5)"
hbarrel           "Heavy Barrel (US)"
hbarrelw          "Heavy Barrel (World)"
hc55516           "HC-55516"
hcastle           "Haunted Castle (version M)"
hcastlee          "Haunted Castle (version E)"
hcastlek          "Haunted Castle (version K)"
hcrash            "Hyper Crash (version D)"
hcrashc           "Hyper Crash (version C)"
hd44780_a00       "Hitachi HD44780 A00 LCD Controller"
hd44801           "Hitachi HD44801"
hd61830           "Hitachi HD61830B LCD Controller"
hd6303y           "Hitachi HD6303Y"
hd6309            "Hitachi HD6309"
hd63484           "Hitachi HD63484 ACRTC"
hd63701           "Hitachi HD63701"
hd63705           "Hitachi HD63705"
hd6845            "Hitachi HD6845 CRTC"
hdd               "IDE Hard Disk"
hdrivair          "Hard Drivin's Airborne (prototype)"
headon            "Head On (2 players)"
headon1           "Head On (1 player)"
headon2           "Head On 2"
headon2s          "Head On 2 (Sidam bootleg)"
headonmz          "Head On (bootleg, alt maze)"
headons           "Head On (Sidam bootleg, set 1)"
headonsa          "Head On (Sidam bootleg, set 2)"
heartatk          "Heart Attack"
heatbrl           "Heated Barrel (World version 3)"
heatbrl2          "Heated Barrel (World version 2)"
heatbrle          "Heated Barrel (Electronic Devices license)"
heatbrlo          "Heated Barrel (World old version)"
heatbrlu          "Heated Barrel (US)"
heberpop          "Hebereke no Popoon (Japan)"
hedpanic          "Head Panic (ver. 0117, 17/01/2000)"
hedpanicf         "Head Panic (ver. 0315, 15/03/2000)"
hedpanico         "Head Panic (ver. 0615, 15/06/1999)"
helifire          "HeliFire (set 1)"
helifirea         "HeliFire (set 2)"
hellfire          "Hellfire (2P set)"
hellfire1         "Hellfire (1P set)"
hellfire1a        "Hellfire (1P set, older)"
hellfire2a        "Hellfire (2P set, older)"
hellngt           "Hell Night (ver EAA)"
herbiedk          "Herbie at the Olympics (DK conversion)"
hero              "Hero"
herodk            "Hero in the Castle of Doom (DK conversion)"
herodku           "Hero in the Castle of Doom (DK conversion not encrypted)"
heuksun           "Heuk Sun Baek Sa (Korea)"
hexa              "Hexa"
hexion            "Hexion (Japan ver JAB)"
hexionb           "Hexion (Asia ver AAA, bootleg)"
hexpool           "Hex Pool (Shinkai)"
hexpoola          "Hex Pool (Senko)"
hginga            "Hanafuda Hana Ginga"
hgkairak          "Taisen Hot Gimmick Kairakuten (Japan)"
hgokbang          "Hanafuda Hana Gokou Bangaihen (Japan)"
hgokou            "Hanafuda Hana Gokou (Japan)"
hharry            "Hammerin' Harry (World, M81)"
hharryu           "Hammerin' Harry (US, M84)"
hidctch2          "Hidden Catch 2 (pcb ver 3.03) (Kor/Eng) (AT89c52 protected)"
hidctch2a         "Hidden Catch 2 (pcb ver 1.00) (Kor/Eng/Jpn/Chi)"
hidctch3          "Hidden Catch 3 (ver 1.00 / pcb ver 3.05)"
hidnc2k           "Hidden Catch 2000 (AT89c52 protected)"
hidnctch          "Hidden Catch (World) / Tul Lin Gu Lim Chat Ki '98 (Korea) (pcb ver 3.03)"
higemaru          "Pirate Ship Higemaru"
highsplt          "Space Fever High Splitter (set 1)"
highsplta         "Space Fever High Splitter (set 2)"
highspltb         "Space Fever High Splitter (alt Sound)"
hiimpact          "High Impact Football (rev LA5 02/15/91)"
hiimpact1         "High Impact Football (rev LA1 12/16/90)"
hiimpact2         "High Impact Football (rev LA2 12/26/90)"
hiimpact3         "High Impact Football (rev LA3 12/27/90)"
hiimpact4         "High Impact Football (rev LA4 02/04/91)"
hiimpactp         "High Impact Football (prototype, rev 8.6 12/09/90)"
himesiki          "Himeshikibu (Japan)"
hipai             "Hi Pai Paradise"
hippodrm          "Hippodrome (US)"
hiryuken          "Hokuha Syourin Hiryu no Ken"
hishouza          "Hishou Zame (Japan)"
hitice            "Hit the Ice (US)"
hiticej           "Hit the Ice (Japan)"
hitme             "Hit Me (set 1)"
hitme1            "Hit Me (set 2)"
hitnmiss          "Hit 'n Miss (version 3.0)"
hitnmiss2         "Hit 'n Miss (version 2.0)"
hjingi            "Hana Jingi (Japan, Bet)"
hjingia           "Hana Jingi (Japan, Bet, alt.)"
hkagerou          "Hana Kagerou [BET] (Japan)"
hldspin1          "Hold & Spin I (Version 2.7T, set 1)"
hldspin1dt        "Hold & Spin I (Version 2.7T, set 2)"
hldspin1o         "Hold & Spin I (Version 2.5T)"
hldspin1vt        "Hold & Spin I (Version 2.7T Dual)"
hldspin2          "Hold & Spin II (Version 2.8R, set 1)"
hldspin2d1        "Hold & Spin II (Version 2.8R, set 2)"
hldspin2o         "Hold & Spin II (Version 2.6)"
hldspin2v1        "Hold & Spin II (Version 2.8R Dual)"
hmcompm2          "hiphopmania complete MIX 2 (ver UA-A)"
hmcompmx          "hiphopmania complete MIX (ver UA-B)"
hnayayoi          "Hana Yayoi (Japan)"
hncholms          "Hunchback Olympic (Scramble hardware)"
hndlchmp          "Handle Champ (GQ710 VER. JAB)"
hnfubuki          "Hana Fubuki [BET] (Japan)"
hngmnjpm          "Hangman (JPM)"
hngmnjpmd         "Hangman (JPM) (Protocol)"
hnkochou          "Hana Kochou (Japan, Bet)"
hnoridur          "Hana Oriduru (Japan)"
hoccer            "Hoccer (set 1)"
hoccer2           "Hoccer (set 2)"
hocrash           "Crash (bootleg of Head On)"
hogalley          "Vs. Hogan's Alley (set HA4-1 E-1)"
holeland          "Hole Land (Japan)"
holeland2         "Hole Land (Spain)"
holo              "Holosseum (US)"
homerun           "Moero!! Pro Yakyuu Homerun Kyousou"
